account_id,threat_level,failed_transactions
M917919565,2,3
M1481972945,20,2
C1817014543,3,4
C936259078,11,4
C706490971,35,0
C9138249,4,2
C375908487,22,3
C224105862,16,1
C907042734,13,0
C859732085,7,4
C1209265343,15,0
C1032386147,26,4
C26179537,1,14
C148078210,16,1
C237215608,5,3
C746928702,23,3
C351037803,10,4
M1270463045,11,2
C1413149184,18,2
M1960712486,18,0
M451843966,50,5
C494540094,44,3
C1999353966,56,4
M1185572468,24,10
C301900668,25,4
C59698033,28,4
C837253504,79,0
C1912418019,28,0
C908318256,24,2
C883046315,26,2
M111937844,20,0
C215156428,28,4
M1490443187,21,1
C909339526,28,4
M755996883,48,3
C693199466,9,12
C751222227,22,2
C1830915224,17,3
M1640624636,42,3
C1259549986,28,9
C2141524320,16,3
C291358233,18,14
C257919291,24,3
M1893432786,8,3
C593723394,27,2
C1713332601,58,0
M2107618252,78,0
C777356041,3,49
C1201075375,31,3
C1060616011,89,12
C1533729559,11,0
C389665928,34,0
C739877872,19,3
C320372287,10,2
C2085133413,18,4
M580277240,20,4
M1433659726,19,4
C229919589,15,11
C1176225398,46,3
C197020106,8,1
C935919630,26,0
C1772064870,18,4
C911664273,24,3
C554572940,24,11
C1430960886,8,3
C1645970573,8,0
C378022845,10,0
C131651280,1,1
M145532543,42,4
C429107950,22,14
C747870314,30,0
C1165177815,26,5
C2124016905,10,0
C1618299826,14,2
C506559198,23,2
C631200379,13,3
C563177134,3,4
C1802025797,14,0
C1178946387,25,4
C391483401,8,12
C1590541059,6,4
C1598572836,4,4
C1263829955,64,2
C298910763,3,2
C1841613028,39,3
C2088146489,29,17
C2057181962,14,2
M204408662,9,9
C643537360,3,3
C858007309,19,6
C2002027219,50,2
C1103896254,49,1
C314788059,2,3
M1493939176,29,0
C1458544353,52,0
C236025980,82,0
C1989576510,57,4
C1699897828,45,0
C1952030926,24,4
C87426661,3,9
C1807856695,0,2
M1134702360,18,4
C2069029326,3,0
M1839179516,43,11
C1143740988,65,0
C472633438,21,2
C1306128248,17,3
C518518143,20,3
C930123646,33,3
M1436358544,13,2
M1103229425,23,11
C655663418,20,14
C207932037,45,1
M263028171,27,0
C1756392713,22,3
C638136594,55,1
C542081155,90,3
M1220819614,56,1
C1354013809,18,14
C1942118903,74,9
C878758419,7,3
C2145128705,22,0
C1158662586,5,4
C192078789,38,1
C801157832,43,3
C1950128712,5,1
C303461881,13,1
M1054842818,37,1
C1955201392,12,4
C1316740417,28,2
C1014210037,19,2
C2052432881,19,5
C1039528771,86,3
C1751628017,52,1
C1612504946,79,6
C1377156903,9,2
C430646886,30,30
C1170888107,43,2
C984801850,2,4
C1428286898,1,1
C1000407130,20,2
C2122960124,4,3
C817626844,3,12
C724821184,23,2
C502799664,55,1
C272246455,26,0
C343496731,28,1
C1156531815,33,4
M1751011053,19,9
C1682571867,25,1
C360644097,25,49
C511544278,32,1
C972630834,28,2
C1134313174,1,4
C120686490,22,1
C2105767836,8,4
C1934765061,6,10
C1955944256,2,0
C1589912795,2,8
M1042995308,10,3
C801714070,76,4
C1358821645,74,6
M2135705780,15,1
C1364545299,45,10
C518710650,41,3
C1548300977,29,49
M1595578738,25,2
C2014969261,57,0
C1722532184,52,0
C176557987,11,3
C1990934322,25,2
C900876046,26,1
C1491061669,75,4
C2072968042,10,10
C1539822991,61,0
C622722916,24,13
C731681276,29,4
C441091861,2,13
C1095346234,27,4
C1705990393,27,1
C696253095,14,4
C256835090,16,3
C263309564,25,2
C1748452267,2,44
C1958036068,51,31
C472726654,0,8
C9447601,33,0
C613694476,24,4
C850257773,7,4
M1578501722,25,2
M1711424406,17,3
C474654376,26,0
C730317157,7,4
C1292526055,28,8
C519807301,12,4
M1577739430,25,4
C1480898871,25,1
C1523884896,7,1
C1393769330,1,4
C46083476,44,7
C1905596790,59,4
C1484659599,55,3
C2010277536,23,1
C1969285863,0,12
M2108299240,32,1
C1815081802,7,1
M41638018,0,4
C1428032244,21,10
C1562475840,4,4
C456586129,18,9
C483058632,23,0
C1219357384,46,4
C358355271,13,0
M582020901,17,15
C1323766258,12,3
C2140602741,24,1
C744190821,12,1
C1453667199,3,0
C1387236985,13,1
C133836838,55,4
C38413982,3,3
C1363733037,42,44
C1281797654,56,2
C299514580,73,2
M497971416,6,32
C190278641,6,4
C1707792739,2,12
M1649535262,19,1
C1194408015,1,4
M1038532804,10,0
C1234694643,19,2
M19311305,7,11
C1990955909,15,4
C582256092,42,3
C1330845332,28,4
C1955229171,18,14
C228478379,36,13
C1956131129,29,11
M970727656,6,24
C1743391115,13,2
C1973507913,28,3
C799056606,17,1
C164888800,29,4
C1949432790,55,3
C1420360945,19,8
C869140039,16,6
C793441571,7,7
M2046200562,11,1
C2095516724,29,4
C783634299,18,7
C1691443643,25,19
C2094058620,33,4
C401406049,4,1
C1200819098,24,0
C1096785831,20,4
M373776323,63,4
C1379334640,36,9
C1057925060,23,4
C1234226365,3,13
C1620472891,11,14
C799481397,42,1
C619396972,41,1
M1663924392,15,1
C1165742501,2,0
C1077290418,47,3
C1379051905,19,1
M468221050,15,0
C1083360436,3,3
M2018563702,27,4
C1584820178,12,4
C1867662960,36,1
C775421886,16,3
M1548520248,71,3
C843703549,24,3
C705319954,23,2
C469202951,14,0
M1283249684,4,0
M1223014714,13,2
C1468680641,1,3
C535740055,6,1
C1680762147,19,4
C1506324674,42,0
C81329589,12,1
M269253200,23,2
M37773545,28,1
C1143394595,21,1
C1941534903,71,4
C924348946,35,3
C930985311,22,12
C2035699071,9,0
C1887352568,6,7
C308846188,54,6
M2087187144,9,3
C1703649541,12,0
C369806783,93,12
C487319356,11,8
C599746221,30,3
C2016706706,93,2
C1862618114,8,2
C1150938488,6,1
C121062749,42,7
M2064121753,5,10
M1507742136,42,1
C1846577882,21,1
C1471184615,86,4
C1709545513,18,4
C1725599541,3,2
C762901201,22,41
C1653540635,16,1
C387793908,12,0
C116498072,18,0
C1400475751,81,2
C850515807,26,4
C385072775,25,3
C369590217,45,3
C1568117781,28,3
M1789376604,26,3
M423654596,1,4
C1818489991,13,3
C467924225,13,3
C1271082063,21,1
C1819616802,17,3
C182667180,84,1
C1432883202,53,3
C979680839,70,2
C1591029022,14,3
C1909156312,79,33
C53219174,75,8
C191042832,29,1
C2081851883,78,0
C2034859520,1,1
M615799570,20,0
C2023092141,18,4
M476685475,74,3
C2107612479,7,1
C501062892,32,4
C991312168,19,0
C919947743,38,1
M303374371,17,4
C1886113938,2,0
C257017310,11,9
C1776618282,15,0
C1603445083,2,1
C1905018014,17,8
C938773290,25,4
C1481530015,1,4
C507122445,4,3
C83273175,12,1
M17356339,32,3
C576767155,16,4
C1258355815,0,4
C616648737,46,1
M1461995889,28,0
C1324282734,20,10
C281937019,25,4
C478613059,5,3
C1565397957,25,3
C971945270,7,1
M1612212924,49,4
C1442070383,19,3
C923242867,8,13
C1737911174,17,7
C982759055,55,0
M1090337671,20,7
C529357212,7,0
M1217466508,25,49
M64168627,11,3
C1733162010,37,2
C1966021664,21,0
C122106917,13,11
C778533697,21,0
C160437369,9,4
C1012566138,27,2
M1769984780,29,3
C1007548649,27,4
C1226311153,18,11
C1679390946,72,11
C1528034300,68,0
C264850793,88,4
C273926102,3,1
C534970499,47,2
C1821124770,1,33
C1526905090,21,12
C1573553725,4,5
C427550690,64,9
C2065578809,16,1
C391858071,18,3
C1786873519,16,0
C641920039,2,0
C1829011233,27,1
M1337673668,18,34
C176681829,96,0
C1639181399,0,2
M1390573883,50,0
C767426585,24,0
C1087915743,29,1
C278549903,17,3
C1019923946,68,2
C501010024,22,48
C1515123638,21,7
C1792234151,17,8
M642601074,12,0
C267095766,27,3
M1080511803,59,2
C371002570,2,7
C933718162,17,4
C309346927,9,8
M1963062344,16,0
C300596309,41,1
C529203954,1,0
C932227914,3,4
M2052425473,26,3
C1023502641,27,3
C1275389176,22,3
C840083671,18,3
C580797036,34,1
C1343481053,18,4
C1228436185,16,19
C274914270,23,10
C1622836909,20,14
C73569237,5,9
C103717157,8,11
C764434682,3,13
C719255742,12,2
C2032024579,56,4
C175316834,4,7
C262800984,94,1
C1151633514,7,19
M47951072,7,0
C907717741,47,0
M690624032,19,1
C1414271542,0,37
C131097150,2,1
C717132347,0,2
C2136538165,15,3
C1539744686,6,14
C146789358,2,2
M1823727768,21,13
C1106734744,12,2
C91901735,19,4
C385278804,27,6
C2032623771,14,5
C311239204,5,3
C1280947483,25,3
C1191713843,25,4
M1872065855,2,0
C247692377,12,3
M1420338810,26,3
M663509248,31,3
C1987694854,38,0
C229473260,58,0
C757476532,21,1
M1909073280,35,9
M1546307564,19,1
C1308416939,9,0
C16859835,51,6
C1301658958,13,6
M1039284753,21,13
M972658054,25,3
C445718318,19,4
C89581847,21,2
C761517516,24,3
C645954178,3,3
C463567081,28,2
C935143061,23,4
C1295566963,21,4
C900992394,85,2
C1077714156,14,0
C752008067,43,1
C1391216924,29,8
C542191691,2,1
C1082315629,96,1
C1101262714,10,3
C120621898,40,1
M459409527,28,0
C1887818459,28,4
C193013416,24,3
C459257247,18,0
C177765149,57,4
C1405125505,52,4
C752338814,50,0
C822859234,4,0
C1479723828,12,3
C1455582497,17,3
C508024416,16,0
C1350495705,9,1
C95943842,22,2
C1941488524,1,2
C329146561,19,4
C1181594470,1,2
C1784889953,14,1
C1190168717,1,9
C1547006565,29,2
C625761415,43,1
C676879940,52,11
C1385266289,26,4
C1598230107,2,2
C1997279234,14,3
C96808623,11,2
C2076387037,14,3
C1159565595,8,4
C274402422,20,2
C370584435,16,4
C1452394547,22,1
M1292331766,11,0
C1225616405,3,2
C2000462124,26,2
C611842217,81,0
C435837458,25,0
C765005770,29,4
M390061275,14,2
C404505414,16,3
C588779235,21,1
C376782377,0,4
C1270161961,44,2
C1814065907,76,3
C1444718945,2,2
C1116984415,1,0
M2105912922,7,3
C1729547840,29,11
M706977500,29,3
C565762350,10,0
M1740945322,28,3
C874096911,7,0
C844587496,12,4
C1457169703,16,10
C325429442,1,4
C1537852152,12,13
C149173089,28,1
C745390573,7,1
M1623537200,1,0
C1682502428,21,4
M1028733083,6,3
C89563688,11,4
C298632724,7,9
C630750705,19,0
C287540752,8,12
C750076858,14,12
C1162981378,14,0
M1558547913,11,1
C504622795,48,3
C606771882,17,3
M1028553018,23,4
C490526469,10,3
C1030778239,15,1
C845120080,58,11
C623727685,21,6
M647869637,17,16
C920215198,35,1
C1794650767,51,2
C1622394637,90,2
C1385155360,13,4
C781978692,15,2
C1876026684,10,13
C540658137,17,5
C460599701,2,3
C1439007204,38,4
M1536574260,52,0
C1949389943,31,3
C106761882,19,13
C425976247,15,2
C1055707930,35,3
C1381803449,6,2
C1126484434,15,0
C245963242,46,1
C917836053,19,4
C461869491,99,1
M848850471,13,5
M2137206032,56,0
M706965267,5,28
C1663651554,2,29
C1415424288,17,0
C1204715863,2,1
C809883352,57,2
M1708893985,37,0
C518617369,39,2
M1415429831,25,4
C44517908,20,4
C391847065,83,1
C1568054648,66,4
C908239050,40,2
C1345789790,23,4
C610184985,12,1
M1945650472,18,1
M216623076,76,3
C1632926065,0,4
C1295344127,29,2
C1804727714,52,10
C184795474,13,4
C1581018195,25,2
C625226326,2,3
M490420346,46,11
C749176615,21,1
C1368378517,23,7
C319396139,17,1
C1296835495,17,3
M32026637,46,9
M390047445,6,4
C114975320,17,1
C1105700111,24,5
M740668727,18,0
M1428078743,6,3
C2045083997,37,0
C1194310018,6,4
C341932888,47,3
C1420804530,6,4
C1753470238,42,13
C1717333637,40,1
C865440122,11,7
M1978368598,20,0
C491835973,2,5
C338862629,11,0
C1504370700,14,4
C1264414317,2,10
C1637972879,82,11
C1249464392,17,1
C107719057,48,3
C107217084,17,3
C875726643,95,8
C1868547449,32,4
C174522943,26,4
C2072470833,41,4
C1560902667,5,3
C754497050,52,5
C1507097772,54,2
C860712306,12,1
C663233675,79,3
C1400543251,24,0
C166916956,17,3
C1471026628,20,3
M630410056,19,2
C1624932025,28,4
C1171238175,20,3
C2127622880,38,4
C1132642715,57,0
C1616595899,26,4
M91099254,22,4
C570033708,27,2
C840630839,8,20
C710564759,66,2
M1141993386,25,1
C2013038722,3,14
C1269945942,29,3
C246766962,8,4
C1220277974,1,28
C206316722,26,3
C325918040,16,2
C914995232,51,11
C2069637340,11,0
C1850034748,13,15
C883338271,1,3
C1655954689,16,3
M2019826868,12,5
C1792825871,14,3
C1179262893,17,2
M469834845,29,0
C521870864,59,3
C151196936,27,2
C742494043,24,3
C1084192893,19,1
C1096551373,41,4
C1971870024,16,0
C582489702,6,3
C1690756344,28,9
C726048985,20,4
C1181690068,0,1
C1338814337,47,7
C1705731599,29,2
C363966914,33,40
C1059171662,21,1
C186717335,80,3
C390190800,2,9
C373735754,28,6
M345643930,1,0
C1751274671,3,1
C276419472,20,0
C473125802,13,1
C1323220025,17,5
C1240463961,8,6
C146358412,4,1
C1398494158,9,2
M1437162041,14,12
C817852381,2,8
M595311528,79,5
C790917250,5,2
M888798186,88,0
C1952185159,16,7
C473536375,6,6
C439917369,69,0
C331388180,23,0
M237838720,26,14
C464339471,10,3
C209312981,12,1
C1307703746,14,3
C494814442,20,4
C105053104,1,0
C337638334,21,0
C1841114862,22,2
C1017072686,18,1
C457126771,0,2
C1850042097,22,0
M86813747,67,1
C1975377086,40,4
C1747601703,16,1
C939738472,3,11
C405145687,15,4
C864327475,29,1
C422851994,51,2
C1654072429,14,14
C1978552279,3,2
M864353315,26,4
C1360204944,3,6
C830500142,26,4
C1656825247,60,2
C1987700967,12,3
C1181745689,50,3
C1951443832,25,8
C889267095,2,2
C1563680555,14,2
C89352185,5,0
C1021554044,58,2
C184299308,13,3
C670979465,22,0
C810881733,5,2
C149693787,57,1
C1310361757,13,4
C966398657,11,2
M2085816429,10,0
C1084742671,63,4
C94364319,2,1
C1446431418,0,2
C11272476,25,3
M62064306,23,3
C1994546143,47,13
C120669728,13,1
C39988377,10,0
C701975669,47,4
C1284973829,8,4
C1873806732,63,2
C258056295,50,12
C1951372697,12,2
C1314520955,9,1
C574697331,55,1
C757713197,23,4
C279933888,22,1
C91823833,14,4
C2058553767,25,0
C571749962,28,0
M286411441,27,0
M2045809341,24,45
C903647485,7,0
C2077206768,47,0
C366537597,27,2
C805673791,58,4
C669030781,16,1
C17184774,82,5
C359300082,57,4
C530917966,21,14
C656301982,97,7
C1374344025,5,4
C1495961960,51,3
C522001237,24,12
C832119638,21,11
C738288345,84,2
C1741821297,27,3
C371793088,2,4
M641635295,89,3
C156541339,9,9
C1694827001,64,3
C1020177186,34,3
C64606093,8,0
C36538277,46,3
C2021480508,69,3
C743809977,18,3
M2009096110,1,0
M1304055657,96,3
C312821178,35,3
M1815939443,16,0
C1026028545,6,3
C1127059610,9,2
C1075894020,8,0
C1188267137,1,3
M1738570416,44,1
C2060045657,38,9
C1899000859,27,1
C1419842638,53,0
M526997676,28,3
C870888536,19,10
C1521780524,10,10
C872788628,55,4
C1769820937,3,3
C1877496981,21,6
C1960516080,18,1
C160106315,24,29
C288973960,24,5
C912807813,95,2
C1679852456,85,3
C1240756224,11,1
C267149002,2,1
M383533188,62,0
C1819422911,34,0
C324802792,29,4
C2120146079,14,0
C500807591,22,3
C1989304436,14,0
C140412573,56,5
C683821174,5,6
C1252501111,3,1
C14067493,52,8
C1731434692,54,0
C241308114,20,4
C545244157,18,3
C565696554,8,2
C64888758,48,18
C1654531172,15,0
C444758866,57,1
C135353354,12,4
C2124605878,3,1
C2079148298,22,9
M899463118,57,4
C662794695,19,2
C1500620296,35,2
C272763259,12,13
C1381648754,5,8
C1933812986,9,0
C1114381982,11,14
C999799777,12,0
C1023332452,44,4
C1405511281,47,32
C1165441509,90,11
C1882163022,14,4
C625088521,2,0
C293665133,62,4
C1541654002,20,23
C56525440,42,4
C1344067462,29,0
C480126375,14,4
C851307344,12,0
M676452752,31,1
M1945684004,15,36
M112835444,95,4
C1715487466,29,36
C998861805,24,10
M1538853692,6,0
C1393183134,24,11
M520613641,27,0
C386315143,10,3
C1378131571,51,0
C1359395832,2,3
C2025644755,27,4
C423234069,3,44
C1758235056,19,8
C1390917561,47,3
M1988484913,1,4
C2032121781,29,2
C1068764440,56,1
C1620230261,29,0
C1863384406,21,2
C184114069,57,5
C1388824215,15,11
C484252776,0,2
M131311704,24,4
C464138725,12,1
M1300615701,14,1
C204215591,28,3
C1679986174,3,0
C2024510428,27,14
C1258746915,49,2
C130862654,15,2
C360185130,22,0
M956639500,6,0
C376490572,2,13
C470331033,10,2
C642373224,45,8
C1962601690,22,14
C1039979813,39,4
C695935652,9,4
C704698691,11,1
C937998087,5,2
C1592005443,50,0
M158102352,63,2
C1776715117,22,5
C873008370,1,1
C1999886459,20,8
C813163374,46,3
C1445960557,16,1
C2002030334,16,1
C755877647,21,2
C1178014735,8,10
C2020150933,19,7
C1301342251,76,2
M424323597,16,3
C475231857,21,4
C2029631580,81,4
C2006594920,26,1
M104146465,4,3
C644345897,53,4
M123235030,57,3
C1079893995,22,4
C807396110,11,4
C1708124424,8,2
C1273035440,43,7
C2084102538,5,3
M701572601,0,10
C99792874,25,2
C241510698,18,11
C478876618,31,2
C305244074,16,0
C54751454,48,4
C1330326438,0,3
C381979689,0,2
C1286589876,8,3
C2098257267,27,0
C675203915,20,3
C387517585,99,0
C1169079594,22,0
C941822105,3,10
C689831105,25,0
C1067209571,0,3
C1249000159,27,7
C1190391960,49,3
C1818336904,23,3
C900931011,22,3
C1833718294,13,2
M1955234145,18,4
M1651808640,54,13
C1226273746,18,3
C376121007,52,0
C630329198,18,1
C305740458,6,14
C1759407349,5,4
C1531266851,58,4
C932634391,9,9
C1347659134,28,0
C411556293,26,4
C170201930,17,1
C326557002,26,1
C959367030,17,9
M658725175,23,2
C913161620,33,19
C100971066,18,47
C7673211,20,5
C2095945334,25,4
C29841914,0,4
C393712519,9,4
C1590363062,13,3
M635359686,20,11
C170337029,16,0
C1051643751,26,4
C1446341907,5,1
C1115071490,18,3
C1490222113,5,1
C1450360859,54,18
C920916112,14,0
C5358836,15,5
C1551618955,57,0
C127736849,40,1
C997508526,15,0
M2069220568,9,2
C2135531356,10,3
C797840639,16,4
C1315322528,8,6
C1400530222,60,0
M1677501622,7,2
M77731090,5,28
C1263840937,5,4
C2082701654,10,1
C143342378,19,5
C575436017,15,3
C517462974,0,0
C341811151,18,2
M1582784569,26,14
M1107180692,49,1
C430338014,25,0
C1325825706,21,3
C1256881064,5,12
C1034144865,14,2
C2118077471,90,0
C1061461549,0,4
C783576597,5,0
C1162682032,17,4
C1760438289,78,2
C1560294361,23,2
C757934284,12,1
C1669039165,53,4
C1384196398,31,27
C1365948227,14,2
C1184063798,11,3
C1414371256,29,2
C2011068782,0,0
C209796396,15,4
C1631861444,23,2
C1798598494,85,13
C1827730167,55,0
C603533580,43,10
M1986956715,0,0
C761573578,76,0
C167710701,29,0
C400443700,45,14
M1745635524,0,0
C1672117429,22,0
M657977425,20,10
C1784131536,14,1
M1966743564,10,4
C2134511834,27,0
M839027168,2,24
C531103757,8,3
C1590333538,22,2
C1108993838,16,0
C1223744748,3,13
C1089809990,29,0
C1237975021,7,11
C1956383111,7,4
C1367541905,22,7
M1960513823,29,2
C275444503,56,3
C170173912,5,1
M399960611,10,2
C1715041286,29,0
C196263068,11,2
C1614343875,73,4
C1334128352,10,1
M1275056042,53,8
C1764197046,2,0
C2035317800,80,4
C2049011069,52,0
C998349190,53,3
C772201600,27,1
C335151605,11,9
C1229096119,21,4
C1822462381,2,4
M1293412949,11,3
C152857830,14,11
C964372672,29,1
C2133113215,5,0
C555990868,17,1
C1809942800,2,2
M1178471665,58,3
C270777525,97,1
C1776673275,55,0
C890427544,70,0
C399804200,24,1
C957797368,56,3
C1740744011,15,0
C490006996,21,4
M1138846697,4,2
C2063264579,48,1
M2032692612,82,0
C1669515829,26,2
M1055311708,82,3
C640492983,4,0
C1084537318,18,3
M2114464718,24,0
C1750347347,92,0
C2065077232,13,1
C1900412776,0,4
C1280294527,8,0
C1677653965,11,30
M395132881,25,5
C945312738,56,3
C1200368450,27,2
C891091097,7,13
C203323453,3,3
C429017751,19,18
C1353438168,20,4
C1535561406,20,1
C1919783086,80,14
C116183208,20,2
C358977369,44,10
M1997994733,1,14
C800480155,37,9
C133012453,27,7
C1760794376,26,8
C1838587779,16,0
C198933169,2,3
C1174015958,16,3
C1279086314,27,3
M682189049,42,4
C1208439592,53,2
M611505871,15,0
C456795000,25,48
C612656084,25,10
C498602865,2,40
M1649768333,24,1
C367625684,45,12
C1963897433,25,0
C748153188,27,0
C2062255793,19,1
C1382404783,13,1
C1239569586,47,4
M1370626952,0,10
C723173004,76,1
C957725160,16,10
C1187170647,7,2
C335512965,2,1
C674520216,17,2
M259585467,14,0
C17287370,33,2
M42316217,82,1
C541227401,15,2
C1536039309,17,3
C1725975674,17,1
C621204408,5,3
C1857886426,15,11
M1258341341,56,4
M860506974,17,14
C176542184,10,1
C575804058,55,2
C1125545468,7,4
C2072638627,52,4
M1232556516,7,2
C314896314,15,0
C1337931253,33,4
C1776335192,97,0
C440981795,23,1
C1884607911,7,1
C187572852,39,10
C1025024603,35,4
C1717185478,29,0
C1046185053,22,1
M1757563493,2,0
C327977926,24,2
C1635698524,73,0
C2089783915,21,4
C494891258,57,1
M1951873739,20,1
C840370364,20,1
C454041823,57,1
C399098458,9,13
C2138912076,31,3
C1866763015,18,13
C1229247674,48,3
C1916037093,7,0
C2020509477,2,0
M1154380370,3,12
M1788958579,34,3
C278377964,9,7
C1732619349,2,17
C567431899,15,2
C1605593375,13,4
C1167844446,16,45
C1041148299,42,0
C352084896,23,37
C2001534193,5,0
C1742792223,38,1
M984695873,33,4
C1320017983,24,3
M1183909893,26,4
M1907242832,42,8
C440282916,5,0
C321399553,87,2
C1718698204,58,3
M569508515,44,13
C1467736806,22,2
M949457554,78,4
C480919257,23,9
C477407715,21,2
M312590239,16,1
C1706698011,31,7
M119435980,13,0
M1371666873,22,0
C1943513449,20,4
C1365630066,7,0
C217030487,23,2
C1484407499,15,1
C980358831,4,9
C2095034324,9,1
C1770674196,21,1
C1789731956,21,4
C1971472723,14,7
M411826058,2,2
M950848342,71,4
C1749341406,10,49
C735838977,36,31
C243985097,6,3
M1670038087,3,4
C494684790,32,3
C47705441,1,7
C1404696923,34,0
C1392725286,47,2
C1895196365,58,11
M910270479,6,10
C1521469930,6,12
C875128687,91,2
C151669603,29,4
C1279803681,10,1
C1089772179,18,5
M2129722099,1,14
C482162063,9,14
C1482777710,48,1
C635774350,5,1
C529496602,3,13
C2142354124,9,2
C110215114,16,12
C1443256057,16,0
M1858941043,20,15
C554379520,42,2
C825260159,0,0
C1823898418,18,37
M333825847,50,3
C1667314070,19,4
M327354183,8,4
C129500962,29,2
C198943579,68,3
M1409920755,38,2
C927490431,21,3
M93934758,55,0
C1223529848,10,1
C1861592037,13,13
C444875061,92,12
C1276066240,34,0
C2064067178,51,9
C413379141,7,1
C1406949470,75,3
C327622784,11,3
M655647223,14,1
C222617430,8,10
C1815349770,52,4
M1480605801,14,3
M1037414997,1,4
C456333332,54,2
C1250871566,93,0
C693914149,15,5
M2127595568,45,14
C1290965980,18,1
C2019499384,26,4
M982237228,67,0
C1155543640,17,13
C178403305,38,2
C34185686,7,0
M104119871,23,2
C880990059,6,2
C788528803,34,2
C1504060410,28,1
C315155195,1,1
C1843635353,49,2
C2045909283,10,40
C1016225282,79,3
C1529506802,13,4
C1465496609,26,1
C756514598,46,1
M188805465,12,4
C1204286221,24,0
M990366474,44,3
C225842184,0,12
C1349646572,1,8
M658671937,22,3
C829640460,32,14
C2078470935,29,3
C1097503694,49,0
C2044561498,22,1
C1313760547,25,3
C223070115,21,3
C88417064,29,1
C315569976,9,1
C1880907151,22,0
C2101621352,15,4
C1821408221,2,4
C955200650,21,2
C1393497239,0,10
C1646490419,23,0
C1059787650,2,2
C353596894,41,1
C1679138954,22,3
C928022055,55,4
M675040662,18,1
C969139753,15,13
C267486993,41,4
M785762641,24,1
C1903318431,10,4
C1109677477,15,1
C1757252775,24,2
C1979985319,23,1
C435091877,13,4
C1772354567,46,1
C1738049907,48,1
C1046321697,3,2
C295092884,8,11
C1714637576,17,7
M1747680674,19,0
C140331687,58,4
C782995006,62,0
C933284722,86,38
M1297331996,50,4
C1064625915,62,8
C668883956,78,1
C1255654144,5,11
C323672403,6,2
C402103077,88,8
C1491921270,18,2
C437951655,20,4
C411772654,12,1
C1974900307,8,6
C1381971068,26,1
C534095341,10,3
C2165337,39,1
C1664989161,29,13
C9471287,22,1
C2013372743,12,1
C1138324312,82,4
C545195819,7,0
C1737280013,1,4
C1680177404,49,3
C1190521661,83,2
C150955631,15,1
M332931157,5,3
C1253529502,0,4
C1688317371,88,2
M1107659354,55,1
C780906386,35,7
C1601230119,78,8
M1468377552,24,4
C482739480,11,2
C1202756180,50,13
C1924809207,52,12
C288144143,66,4
C202945530,13,0
C410556619,2,1
C1424740510,7,11
C1822882937,5,2
C480130467,18,11
C269860449,3,13
C973367802,43,2
C333280224,23,1
C1761952875,33,2
C1907582523,19,3
C641829451,17,2
M1743267103,19,1
M441775325,76,14
C1541839790,35,0
C947728507,46,0
M1235931554,14,4
M1804423683,14,2
C787185879,44,0
C2083523522,19,2
C1585622143,7,4
C990226070,25,1
C1546467177,14,9
C207855832,81,0
M1218203633,27,0
C1614036280,35,1
C1215627463,22,1
C636345126,28,1
M1873444789,49,2
C2083605249,15,0
M681241265,42,4
C1867792760,9,9
C1080878172,56,4
C923256718,55,9
C829998918,20,4
C1333270402,26,11
C470155138,0,4
C2019563076,22,1
C2142600203,42,1
C238887825,3,3
C795448436,12,4
C1430314799,23,3
M274307766,15,2
C2119948281,22,4
C1762235421,87,8
C1387078585,87,21
M376786637,26,2
C1071292139,5,0
C1602862380,5,4
C680530205,4,1
C968380250,49,6
M453489586,13,3
C2003117461,3,4
M329525115,3,3
C494047904,19,2
C1273394446,22,2
C1151140510,61,12
C1496186846,3,2
C1242043344,10,0
C631818291,24,6
C357289601,59,3
C2107067819,27,12
C87393659,39,3
C362347745,42,11
C1484347437,8,1
C307213904,23,8
C1354177497,10,0
C1275064511,39,3
C830289075,3,8
C1742762805,3,4
C625044678,1,7
C598511218,52,1
M1078535145,3,2
M1702327148,71,0
C1032353370,26,13
C1026059564,12,27
C1502595093,26,1
C534032567,17,3
C160219534,23,11
M8040065,7,4
C1448636812,46,0
C1998134767,13,2
C2020007401,27,1
C155893701,14,0
C1981310754,15,2
M2099696607,22,4
C1235306495,99,0
C834743873,79,3
C497906478,20,2
C1255042007,20,4
C467592141,6,0
C827465008,56,29
C279716243,75,2
C1865723026,23,2
M946287059,8,1
M1844286967,1,1
M179684056,4,1
C1756208176,60,3
C1701061732,12,4
C516604940,2,27
C1639484409,25,3
M127557381,11,3
M216370939,48,12
C287268386,0,3
C537186672,15,2
C535577482,11,3
C2107713948,29,7
C977010165,27,6
C611063002,22,14
C1761102182,10,2
C152696155,7,4
M1604561847,21,1
C313871490,17,2
C1714652819,26,49
M875724377,46,3
C1484447233,6,21
C517100798,8,14
C1602832607,3,4
C1855278303,9,9
C334284535,51,0
M1951724103,39,0
C992884241,6,1
C1380221125,2,20
C375027719,53,4
C1142866922,17,4
C1383064230,1,3
C1643332204,58,4
C34093771,5,13
C310958228,10,1
C247563565,18,9
C1078686105,10,1
M1878255231,23,1
C1475456951,14,9
C292822268,9,1
C932453770,4,2
C327876021,39,13
C129752949,13,0
C818142089,2,2
C94257497,28,3
C2004152689,9,10
C2045731894,7,3
C1845085414,28,0
C2135847581,11,2
C55053439,27,4
M1798042537,7,2
C319492714,3,1
C1770871895,3,4
C723387023,47,4
C38769879,39,44
C1662802094,7,2
C1366421041,7,0
C43314948,16,0
C1062557305,16,1
